"id","type","date","description","amount","category"
"484","Expense","2024-05-07","Mobile Recharge","12806","Family"
"485","Expense","2024-05-08","Mobile Recharge","8372","Wife"
"486","Expense","2024-05-09","Nagad(Mysel)","124924","Family"
"487","Expense","2024-05-10","Master Card Bill","450533","Master Card Bill"
"488","Expense","2024-05-10","Pending","545289","Shoping"
"489","Expense","2024-05-11","Pending","26580","Shoping"
"490","Expense","2024-05-13","Nagad(Mysel)","125103","Family"
"491","Expense","2024-05-14","Pending","14560","Shoping"
"492","Expense","2024-05-16","Mobile Recharge","1468","Wife"
"493","Expense","2024-05-16","Visa For Najim","2242359","Family"
"494","Expense","2024-05-16","Sim Bill","7900","Others"
"495","Expense","2024-05-17","Pending","50800","Shoping"
"496","Expense","2024-05-18","Pending","11400","Others"
"497","Expense","2024-05-19","Lotto","5000","Others"
"498","Expense","2024-05-19","Nagad(Najim)","62586","Family"
"499","Expense","2024-05-19","Pending","126820","Shoping"
"500","Expense","2024-05-20","Pending","1450","Car Rent"
"501","Expense","2024-05-22","Nagad(Najim)","174045","Family"
"502","Expense","2024-05-25","Eat","9000","Others"
"503","Expense","2024-05-25","Pending","2000","Shoping"
"504","Expense","2024-05-25","Pending","70770","Shoping"
"505","Expense","2024-05-25","Pending","5000","Fuel"
"506","Expense","2024-05-27","Chicken","8680","Shoping"
"507","Expense","2024-05-28","Master Card Bill","822384","Master Card Bill"
"508","Expense","2024-05-28","Nagad(Arafa)","23164","Wife"
"509","Expense","2024-05-31","Pending","10000","Fuel"
"510","Expense","2024-05-31","Pending","57560","Shoping"
"511","Expense","2024-06-01","lotto","10000","Others"
"512","Expense","2024-06-02","Mobarak","200000","Debt"
"513","Expense","2024-06-05","Nagad(Arafa)","58282","Wife"
"514","Expense","2024-06-05","Grocery","34020","Shoping"
"515","Expense","2024-06-07","Haircut","12000","Others"
"516","Expense","2024-06-07","Mahbub(Shoping)","37940","Debt"
"517","Expense","2024-06-07","Yogurt","4980","Shoping"
"518","Expense","2024-06-07","Embassy","18000","Others"
"519","Expense","2024-06-09","Meat","41000","Shoping"
"520","Expense","2024-06-09","Mahbub(Shoping)","5000","Debt"
"521","Expense","2024-06-09","Master Card Bill","21560","Master Card Bill"
"522","Expense","2024-06-09","CU","4600","Shoping"
"523","Expense","2024-06-11","Grocery","36250","Shoping"
"524","Expense","2024-06-11","Voip","16000","Others"
"525","Expense","2024-06-11","GME","598000","Loan"
"526","Expense","2024-06-12","Nagad(Arafa)","117075","Wife"
"527","Expense","2024-06-15","Lotto","5000","Others"
"528","Expense","2024-06-16","Eid Shoping","82350","Shoping"
"529","Expense","2024-06-17","Sim Bill","7900","Others"
"530","Expense","2024-06-17","Tour","58740","Car Rent"
"531","Expense","2024-06-19","CU","3700","Shoping"
"532","Expense","2024-06-22","No Description","11400","Fuel"
"533","Expense","2024-06-22","Grocery","23460","Shoping"
"534","Expense","2024-06-28","Grocery","12290","Shoping"
"535","Expense","2024-06-29","Ball","3000","Shoping"
"536","Expense","2024-06-29","Master Card Bill","510517","Master Card Bill"
"537","Expense","2024-06-30","Daiso(Cleaning)","15000","Shoping"
"538","Expense","2024-07-01","Pending","40600","Shoping"
"539","Expense","2024-07-02","Father (Bank)","772956","Family"
"540","Expense","2024-07-06","Najim","58667","Family"
"541","Expense","2024-07-06","Pending","14500","Shoping"
"542","Expense","2024-07-06","Pending","12500","Shoping"
"543","Expense","2024-07-09","Pending","6960","Shoping"
"544","Expense","2024-07-09","Arafa(Nagad)","35086","Wife"
"545","Expense","2024-07-09","Najim(Nagad)","116957","Family"
"546","Expense","2024-07-09","Ticket","590000","Debt"
"547","Expense","2024-07-10","Najim","161358","Family"
"548","Expense","2024-07-13","Gme","598000","Loan"
"549","Expense","2024-07-13","Arafa(Nagad)","164411","Family"
"550","Expense","2024-07-13","Pending","40860","Shoping"
"551","Expense","2024-07-14","Pending","4000","Shoping"
"552","Expense","2024-07-16","Sim bill","7900","Others"
"553","Expense","2024-07-16","Arafa(Nagad)","58592","Wife"
"554","Expense","2024-07-16","Rojob & Robiul","0","Debt"
"555","Expense","2024-07-16","Pending","16300","Car Rent"
"556","Expense","2024-07-16","Pending","90100","Others"
"557","Expense","2024-07-17","Pending","22620","Shoping"
"558","Expense","2024-07-19","Pending","1600","Shoping"
"559","Expense","2024-07-20","Pending","10400","Shoping"
"560","Expense","2024-07-21","Pending","4000","Shoping"
"561","Expense","2024-07-21","Fine","60000","Car Rent"
"562","Expense","2024-07-22","Arafa(Nagad)","293338","Wife"
"563","Expense","2024-07-24","Jeju Tour","257100","Car Rent"
"564","Expense","2024-07-24","Pending","14870","Car Rent"
"565","Expense","2024-07-24","Pending","953500","Others"
"566","Expense","2024-07-24","Pending","24580","Shoping"
"567","Expense","2024-07-24","Pending","14799","Others"
"568","Expense","2024-07-25","CGV","27500","Others"
"569","Expense","2024-07-26","Hotel","80443","Others"
"570","Expense","2024-07-28","Pending","14500","Shoping"
"571","Expense","2024-07-28","Pending","54400","Shoping"
"572","Expense","2024-07-28","Arafa(Nagad)","234165","Wife"
"573","Expense","2024-07-28","T-Shirt","17000","Shoping"
"574","Expense","2024-07-28","Ansan Masjid","10000","Donation"
"575","Expense","2024-07-30","Arafa(Nagad)","234120","Wife"
"576","Expense","2024-07-30","Tour Expenses","462100","Shoping"
"577","Expense","2024-07-31","Pending","33540","Shoping"
"578","Expense","2024-07-31","Tour Expenses","189200","Shoping"
"579","Expense","2024-07-31","Al Amin","58199","Lend"
"580","Expense","2024-08-01","Pending","10000","Shoping"
"581","Expense","2024-08-01","Tour","285920","Shoping"
"582","Expense","2024-08-02","Tour","295750","Shoping"
"583","Expense","2024-08-03","Hair Cut and Food","26000","Shoping"
"584","Expense","2024-08-04","Najim","138445","Family"
"585","Expense","2024-08-06","Master Card Bill","647529","Master Card Bill"
"586","Expense","2024-08-06","Pending","3100","Car Rent"
"587","Expense","2024-08-08","Mobile Recharge","6584","Wife"
"588","Expense","2024-08-09","Mahabub","300000","Debt"
"589","Expense","2024-08-09","Grocery","106150","Shoping"
"590","Expense","2024-08-09","Visa Fee","60000","Others"
"591","Expense","2024-08-09","Pending","10000","Fuel"
"592","Expense","2024-08-09","Pending","3000","Shoping"
"593","Expense","2024-08-10","Helmet Heasset","16236","Shoping"
"594","Expense","2024-08-11","Arafa(Bkash)","116651","Wife"
"595","Expense","2024-08-11","Bank(Father)","610138","Family"
"596","Expense","2024-08-11","Arafa(Nagad)","253028","Wife"
"597","Expense","2024-08-12","Gme","598000","Loan"
"598","Expense","2024-08-12","Pending","45300","Shoping"
"599","Expense","2024-08-15","Insurance","162170","Others"
"600","Expense","2024-08-17","Sim Bill","7900","Others"
"601","Expense","2024-08-17","Pending","7000","Shoping"
"602","Expense","2024-08-18","Pending","7100","Shoping"
"603","Expense","2024-08-18","Lunch","12000","Shoping"
"604","Expense","2024-08-20","Pending","14600","Shoping"
"605","Expense","2024-08-21","Ali Express","110000","Shoping"
"606","Expense","2024-08-22","Arafa(Nagad)","56455","Wife"
"607","Expense","2024-08-22","Grocery","24440","Shoping"
"608","Expense","2024-08-23","Father)Bkash)","170124","Family"
"609","Expense","2024-08-23","As Sunnah","56952","Donation"
"610","Expense","2024-08-29","Al Mahbub","400000","Debt"
"611","Expense","2024-08-29","Pending","54400","Shoping"
"612","Expense","2024-08-29","Pending","23600","Debt"
"613","Expense","2024-08-30","Arafa Nagad","110196","Wife"
"614","Expense","2024-08-31","Pending","8300","Shoping"
"615","Expense","2024-08-31","Arafa Nagad","56434","Wife"
"616","Expense","2024-09-02","Pending","10000","Fuel"
"617","Expense","2024-09-02","Pending","19000","Shoping"
"618","Expense","2024-09-04","Arafa(Nagad)","111069","Wife"
"619","Expense","2024-09-04","Father(Bkash)","169742","Family"
"620","Expense","2024-09-07","Master Card Bill","406777","Master Card Bill"
"621","Expense","2024-09-09","Arafa(Bkash)","115915","Family"
"622","Expense","2024-09-09","Father(Bkash)","33924","Family"
"623","Expense","2024-09-09","Mobile Recharge","5260","Wife"
"624","Expense","2024-09-09","Pending","11000","Shoping"
"625","Expense","2024-09-12","Father(Bkash)","168933","Family"
"626","Expense","2024-09-12","GME","598000","Loan"
"627","Expense","2024-09-15","Bryani","50000","Shoping"
"628","Expense","2024-09-15","Asiana","84000","Shoping"
"629","Expense","2024-09-15","Pending","134085","Car Rent"
"630","Expense","2024-09-15","Pending","44200","Shoping"
"631","Expense","2024-09-15","Pending","65000","Shoping"
"632","Expense","2024-09-18","Arafa(Nagad)","55413","Wife"
"633","Expense","2024-09-18","Father(Bkash)","55578","Family"
"634","Expense","2024-09-18","Pending","23700","Shoping"
"635","Expense","2024-09-20","Arafa(Nagad)","33400","Wife"
"636","Expense","2024-09-20","Sim Bill","7900","Others"
"637","Expense","2024-09-23","Cu","3317","Shoping"
"638","Expense","2024-09-25","Mobile Recharge","5144","Wife"
"639","Expense","2024-09-25","Pending","4500","Shoping"
"640","Expense","2024-09-27","Pending","3600","Shoping"
"641","Expense","2024-09-27","Mahbub","595540","Debt"
"642","Expense","2024-09-29","Mahbub","300000","Lend"
"643","Expense","2024-09-29","Tape","4000","Shoping"
"644","Expense","2024-10-01","Master Card Bill","922885","Master Card Bill"
"645","Expense","2024-10-01","Lotteria","9300","Shoping"
"646","Expense","2024-10-04","Arafa(Nagad)","110931","Wife"
"647","Expense","2024-10-04","Lotteria","7800","Shoping"
"648","Expense","2024-10-06","Grocery","63040","Shoping"
"649","Expense","2024-10-07","Arafa(Nagad)","110713","Wife"
"650","Expense","2024-10-08","Mobile Recharge","3942","Wife"
"651","Expense","2024-10-09","Bank(Myself)","661804","Family"
"652","Expense","2024-10-10","Haider(Nagad)","110834","Wife"
"653","Expense","2024-10-12","GME","598000","Loan"
"654","Expense","2024-10-12","Rice","34887","Shoping"
"655","Expense","2024-10-12","Najim(Bkash)","111348","Family"
"656","Expense","2024-10-12","Grocery","62000","Shoping"
"657","Expense","2024-10-12","Hair Cut","12000","Others"
"658","Expense","2024-10-13","Grocery","7264","Shoping"
"659","Expense","2024-10-16","Pending","30683","Others"
"660","Expense","2024-10-18","Grocery","6090","Shoping"
"661","Expense","2024-10-18","Sim Bill","7900","Others"
"662","Expense","2024-10-20","Arafa(Nagad)","45089","Family"
"663","Expense","2024-10-20","Lotto","5000","Others"
"664","Expense","2024-10-24","Arafa(Nagad)","22639","Wife"
"665","Expense","2024-10-26","Recharge","4002","Wife"
"666","Expense","2024-10-27","Laptop","630000","Shoping"
"667","Expense","2024-10-27","Pending","14000","Fuel"
"668","Expense","2024-10-27","Pending","33320","Shoping"
"669","Expense","2024-10-27","Pending","48900","Shoping"
"670","Expense","2024-10-27","Daiso","19000","Shoping"
"671","Expense","2024-10-31","Pending","74567","Shoping"
"672","Expense","2024-10-31","Arafa(Nagad)","56752","Wife"
"673","Expense","2024-11-03","Najim","118943","Family"
"674","Expense","2024-11-03","Master card","63190","Shoping"
"675","Expense","2024-11-07","Master card Bill","198047","Master Card Bill"
"676","Expense","2024-11-07","Ali Express","119045","Shoping"
"677","Expense","2024-11-11","GME","2331372","Loan"
"678","Expense","2024-11-11","Pending","119700","Shoping"
"679","Expense","2024-11-13","Pending","232000","Others"
"680","Expense","2024-11-15","Sim Bill","7900","Others"
"681","Expense","2024-11-15","Father(Bkash)","58430","Family"
"682","Expense","2024-11-15","Pending","11300","Shoping"
"683","Expense","2024-11-17","Pending","18000","Shoping"
"684","Expense","2024-11-17","Temu","17623","Shoping"
"685","Expense","2024-11-17","Nagad","57337","Wife"
"686","Expense","2024-11-17","Pending","13200","Shoping"
"687","Expense","2024-11-18","Nagad","58285","Family"
"688","Expense","2024-11-18","Pending","31381","Others"
"689","Expense","2024-11-18","Pending","1450","Car Rent"
"690","Expense","2024-11-18","Ali Express","27226","Shoping"
"691","Expense","2024-11-19","Ali Express","12100","Shoping"
"692","Expense","2024-11-24","Grocery","90000","Shoping"
"693","Expense","2024-11-24","Pending","16000","Shoping"
"694","Expense","2024-11-27","Mojid(Cricket)","22975","Donation"
"695","Expense","2024-11-27","Pending","79420","Shoping"
"696","Expense","2024-11-30","Father(Bkash)","115190","Family"
"697","Expense","2024-11-30","Arafa","22974","Wife"
"698","Expense","2024-11-30","Ali Express","10000","Shoping"
"699","Expense","2024-11-30","Grocery","41300","Shoping"
"700","Expense","2024-11-30","Pending","14555","Others"
"701","Expense","2024-12-01","Najma khala(Bkash)","230424","Bike"
"702","Expense","2024-12-05","Pending","42480","Shoping"
"703","Expense","2024-12-08","Arafa(Nagad)","291907","Wife"
"704","Expense","2024-12-10","Pending","8000","Shoping"
"705","Expense","2024-12-10","Najim(Dubai)","156406","Family"
"706","Expense","2024-12-10","Exam Fee","22800","Others"
"707","Expense","2024-12-10","Master Card Bill","600506","Master Card Bill"
"708","Expense","2024-12-11","Mobile Recharge","6193","Wife"
"709","Expense","2024-12-11","Temu","8891","Shoping"
"710","Expense","2024-12-13","Nagad","29470","Wife"
"711","Expense","2024-12-13","Pending","48900","Shoping"
"712","Expense","2024-12-15","Nagad","235867","Wife"
"713","Expense","2024-12-15","Grocery","29710","Shoping"
"714","Expense","2024-12-15","Father(Bkash)","58145","Family"
"715","Expense","2024-12-18","Pending","32301","Others"
"716","Expense","2024-12-18","Shoping","34351","Shoping"
"717","Expense","2024-12-18","Sim Bill","7900","Others"
"718","Expense","2024-12-20","Nagad","35756","Wife"
"719","Expense","2024-12-22","Pending","18700","Shoping"
"720","Expense","2024-12-22","Grocery","37420","Shoping"
"721","Expense","2024-12-24","Nagad","35815","Wife"
"722","Expense","2024-12-27","Temu","69121","Shoping"
"723","Expense","2024-12-27","Nagad","540072","Family"
"724","Expense","2024-12-27","Pending","37110","Shoping"
"725","Expense","2024-12-28","Pending","12200","Shoping"
"726","Expense","2024-12-28","Lipgel","3000","Shoping"
"728","Expense","2025-01-03","Master Card Bill","194691","Master Card Bill"
"729","Expense","2025-01-03","Family Maintainence","198958","Brother"
"730","Expense","2025-01-04","Personal Items","37250","Shoping"
"731","Expense","2025-01-06","Mobile Recharge","4555","Wife"
"732","Expense","2025-01-06","Family Maintainence","120718","Family Maintainance"
"733","Expense","2025-01-07","Family Maintainence","35852","Family Maintainance"
"734","Income","2025-01-10","Lee's Trading Co, Ltd","3573110","Salary"
"735","Expense","2025-01-10","Family Maintainence","121100","Family Maintainance"
"736","Expense","2025-01-26","Groceries","29640","Groceries"
"737","Expense","2025-01-15","Sim Bill","7900","Mobile Bill"
"738","Expense","2025-01-17","Family Maintainence","60323","Family Maintainance"
"739","Income","2025-01-21","Biswas Gour","49900","Others"
"740","Expense","2025-01-22","Expenses","23698","Mother"
"741","Income","2025-01-23","Bonus (Lee's Trading)","100000","Salary"
"742","Expense","2025-01-26","Najma Khala","11846","Relatives"
"743","Debt","2024-12-07","Debt received from Mahabub","1000000","Debt"
"744","Debt","2025-01-26","Debt received from Mahabub","2000000","Debt"
"745","Income","2025-01-22","Siljangnim","200000","Salary"
"746","Expense","2025-01-10","Pending","8080","Shoping"
"747","Expense","2025-01-13","Pending","12000","Shoping"
"748","Expense","2025-01-16","Pending","32774","Others"
"749","Expense","2025-01-17","Pending","12900","Shoping"
"750","Expense","2025-01-20","Pending","49900","Shoping"
"751","Expense","2025-01-22","Pending","13300","Shoping"
"752","Expense","2025-01-26","Pending","10380","Shoping"
"753","Expense","2025-01-28","Mobile Recharge","8132","Family Maintainance"
"755","Expense","2025-01-28","Pending","13900","Eating Out"
"756","Expense","2025-01-28","Pending","7890","Others"
"758","Expense","2025-01-29","For Expenses","59626","Wife"
"759","Expense","2025-01-29","For Shoping (Nakshi Katha)","35775","Sister"
"761","Expense","2025-01-29","For Expenses","131316","Father"
"762","Expense","2025-01-29","Pending","39800","Shoping"
"763","Expense","2025-01-30","Family maintainance","130925","Family Maintainance"
"764","Expense","2025-01-30","Meat,cakes, and others","64740","Groceries"
"765","Expense","2025-01-31","Account Activation","75772","Myself(Brac Bank)"
"768","Expense","2025-02-02","Mahin and Arafa","36892","Wife"
"769","Expense","2025-02-02","Credit Card bill","200924","Master Card Bill"
"770","Expense","2025-02-04","Mother","24508","Family Maintainance"
"771","Expense","2025-02-07","To my account first","133417","Brother"
"773","Expense","2025-02-07","Pending","12000","Eating Out"
"774","Expense","2025-02-10","Mobile Recharge","7830","Wife"
"775","Income","2025-02-10","Lee's Trading co Ltd ","4432138","Salary"
"776","Expense","2025-02-11","Pending","17000","Eating Out"
"777","Expense","2025-02-12","Family expenses","114541","Wife"
"778","Expense","2025-02-14","Family expenses","130362","Family Maintainance"
"791","Expense","2025-02-15","Pending","54061","Movies"
"792","Expense","2025-02-16","Pending","73000","Groceries"
"793","Expense","2025-02-18","Sim Bill","7900","Sim Bill"
"794","Expense","2025-02-18","Pending","32436","ChatGpt Subcription"
"795","Expense","2025-02-18","Family maintainance","23674","Wife"
"796","Expense","2025-02-18","Mohsin","118459","Relatives"
"797","Expense","2025-02-19","Dr visit and medication ","23694","Wife"
"798","Expense","2025-02-19","Biye","35542","Father"
"803","Expense","2025-02-22","Pending","61900","Shopping"
"804","Expense","2025-02-23","Mohsin","235972","Relatives"
"805","Expense","2025-02-23","For buying babies food","35395","Wife"
"806","Expense","2025-02-23","Hair Cut","12000","Personal"
"807","Expense","2025-02-23","Eggs,Bread Etc","50790","Groceries"
"808","Expense","2025-02-23","Pending","9000","Shopping"
"809","Expense","2025-02-25","Mobile Recharge","8610","Wife"
"810","Expense","2025-02-28","Pending","24130","Groceries"
"811","Expense","2025-02-28","Ramadan groceries and other expenses ","239957","Family Maintainance"
"812","Expense","2025-03-01","Lend given to Gour Biswas","51900","Lend"
"813","Expense","2025-03-02","Family expenses","84159","Father"
"814","Lend","2025-03-03","Lend received from Gour Biswas","51900","Lend Payment"
"815","Expense","2025-03-03","Family maintainance","72066","Wife"
"816","Income","2025-03-03","Lend","20600","Salary"
"817","Expense","2025-03-03","Master Card","291417","Master Card Bill"
"818","Expense","2025-03-04","Pending","24900","Groceries"
"819","Expense","2025-03-05","Anwar Hossain Bangladesh","162431","Brother"
"820","Expense","2025-03-06","Pending","5000","Groceries"
"821","Expense","2025-03-07","Pending","39150","Groceries"
"822","Expense","2025-03-08","Samira medical bill and arafa ","119070","Family Maintainance"
"823","Expense","2025-03-09","Pending","10600","Eating Out"
"824","Expense","2025-03-09","Pending","10000","Fuel"
"825","Income","2025-03-10","Lee's Trading Co, Ltd","3779009","Salary"
"826","Expense","2025-03-10","Pending","12500","Eating Out"
"827","Expense","2025-03-11","Pending","17200","Eating Out"
"828","Expense","2025-03-12","Family expenses","119481","Family Maintainance"
"829","Expense","2025-03-13","Baby dress and etc","169739","Shopping"
"830","Expense","2025-03-14","Baby products ","47911","Wife"
"831","Expense","2025-03-14","Eid Shopping","119563","Wife"
"832","Expense","2025-03-15","Pending","66500","Groceries"
"833","Expense","2025-03-16","Pending","26020","Groceries"
"834","Expense","2025-03-18","Pending","32638","ChatGpt Subcription"
"835","Expense","2025-03-19","LGU+","7900","Sim Bill"
"836","Expense","2025-03-20","Pending","34000","Eating Out"
"837","Expense","2025-03-21","Netflix Subscription","7750","Netflix "
"838","Expense","2025-03-23","Family maintainance and Eid Shopping","132560","Wife"
"839","Expense","2025-03-23","Family maintainance and Eid Shopping","361293","Family Maintainance"
"840","Expense","2025-03-23","Pending","7000","Shopping"
"841","Expense","2025-03-23","Pending","10620","Groceries"
"842","Expense","2025-03-26","Pending","554600","Tour"
"843","Expense","2025-03-26","Pending","99500","Shopping"
"844","Expense","2025-03-27","Mobile Recharge","7880","Wife"
"845","Expense","2025-03-27","Pending","51160","Shopping"
"846","Expense","2025-03-31","Family maintainance","305120","Family"
"847","Expense","2025-03-31","Taxi","7500","Transportation"
"848","Expense","2025-03-31","Family maintainance","36213","Wife"
"849","Expense","2025-03-31","Pending","21600","Eating Out"
"850","Expense","2025-04-04","Master Card Bill","636488","Master Card Bill"
"851","Expense","2025-04-04","Family expenses and others","358357","Family Maintainance"
"852","Expense","2025-04-08","Family expenses and home appliances ","364208","Family"
"854","Income","2025-04-10","Lee's Trading co Ltd ","3706155","Salary"
"855","Expense","2025-04-12","Family expenses","355726","Family"
"856","Expense","2025-04-15","Laptop Charger and Bike Cover","22712","Shopping"
"857","Expense","2025-04-14","Pending","10850","Food"
"858","Expense","2025-04-15","Pending","19000","Shopping"
"859","Expense","2025-04-15","Pending","20489","Car Rent"
"860","Expense","2025-04-15","Pending","28000","Eating Out"
"861","Expense","2025-04-15","Pending","1800","Transportation"
"862","Expense","2025-04-16","Family maintainance","94659","Wife"
"863","Expense","2025-04-16","Family maintainance","23665","Mother"
"864","Expense","2025-04-15","LGU+","7000","Sim Bill"
"865","Expense","2025-04-16","Pending","31852","ChatGpt Subcription"
"866","Expense","2025-04-17","Pending","12000","Fuel"
"867","Expense","2025-04-17","Pending","33140","Groceries"
"868","Expense","2025-04-19","Pending","7000","Transportation"
"869","Expense","2025-04-19","Mobile Recharge ","7636","Wife"
"870","Expense","2025-04-19","Pending","53900","Groceries"
"871","Expense","2025-04-21","Family expenses","58446","Wife"
"872","Expense","2025-04-21","Electricity bill","18633","Family Maintainance"
"873","Expense","2025-04-26","Family maintainance","11807","Wife"
"874","Expense","2025-04-26","Meat,Fish Etc","55000","Groceries"
"875","Expense","2025-04-26","Pending","13700","Eating Out"
"876","Expense","2025-04-26","Pending","76023","Car Rent"
"877","Expense","2025-04-27","Eggs","7000","Groceries"
"878","Expense","2025-04-27","Home applience","12000","Shopping"
"879","Expense","2025-04-28","Fruits,Milk etc","33080","Groceries"
"880","Expense","2025-04-30","For His Expenses","278025","Brother"
"881","Expense","2025-04-30","Cgv","39850","Movies"
"882","Debt","2025-04-30","Debt received from Mahabub","2000000","Debt"
"883","Expense","2025-05-01","Family maintainance","120706","Wife"
"884","Expense","2025-05-01","Family maintainance","273724","Family"
"885","Expense","2025-05-01","Samsung Card","504901","Master Card Bill"
"886","Expense","2025-05-01","Pending","14140","Shopping"
"887","Expense","2025-05-01","Bread and other stuffs","20820","Groceries"
"888","Income","2025-05-01","Bonus","338000","Salary"
"889","Expense","2025-05-03","Pending","23420","Shopping"
"890","Expense","2025-05-05","Delwar Mama (DEBT)","2270878","Relatives"
"891","Expense","2025-05-05","Family maintainance","195471","Family"
"892","Expense","2025-05-06","Pending","199000","Shopping"
"893","Expense","2025-05-06","Pending","12000","Fuel"
"894","Expense","2025-05-06","Bicycle Acessories","20250","Shopping"
"895","Expense","2025-05-06","Pending","4600","Eating Out"
"896","Expense","2025-05-08","Pending","23400","Groceries"
"897","Expense","2025-05-09","Buying Fan","70317","Wife"
"898","Income","2025-05-10","Lee's Trading co Ltd ","2561400","Salary"
"899","Expense","2025-05-10","Pending","3200","Groceries"
"900","Expense","2025-05-14","Passport fee","160262","Wife"
"901","Expense","2025-05-14","Family expenses","127856","Family"
"902","Expense","2025-05-14","Mobile Recharge","3517","Wife"
"903","Expense","2025-05-15","Pending","5200","Eating Out"
"904","Expense","2025-05-15","Sim Bill","7900","Utility"
"905","Expense","2025-05-18","Pending","23380","Groceries"
"906","Expense","2025-05-18","Pending","9500","Shopping"
"907","Expense","2025-05-18","Pending","12000","Eating Out"
"908","Expense","2025-05-17","Pending","3700","Eating Out"
"909","Expense","2025-05-15","Pending","31458","ChatGpt Subcription"
"910","Expense","2025-05-23","Pending","15500","Eating Out"
"911","Expense","2025-05-22","Family expenses,Qurbani,Eid shopping (to my Brack bank)","790689","Family Maintainance"
"912","Expense","2025-05-24","CU Food","10300","Eating Out"
"913","Expense","2025-05-24","Daiso ","6000","Shopping"
"914","Expense","2025-05-25","Pending","58000","Groceries"
"915","Expense","2025-05-26","Pending","30950","Shopping"
"916","Expense","2025-05-26","Pending","4200","Eating Out"
"917","Expense","2025-05-29","Hair cut","12000","Myself"
"918","Expense","2025-05-29","Turmeric powder","6000","Groceries"
"919","Expense","2025-06-01","Samsung Card","509948","Master Card Bill"
"920","Expense","2025-06-01","Pending","12000","Fuel"
"921","Expense","2025-06-01","Pending","29960","Groceries"
"922","Expense","2025-06-03","Family maintainance and Eid Shopping","113144","Wife"
"923","Expense","2025-06-04","Family maintainance and Eid Shopping","338832","Family Maintainance"
"924","Expense","2025-06-05","Pending","6000","Groceries"
"925","Expense","2025-06-07","Pending","15000","Groceries"
"926","Expense","2025-06-07","Pending","110303","Car Rent"
"927","Expense","2025-06-07","Pending","3900","Eating Out"
"928","Expense","2025-06-08","Pending","58000","Eating Out"
"929","Expense","2025-06-08","Pending","12100","Eating Out"
"930","Expense","2025-06-07","Halim mix","12000","Groceries"
"931","Expense","2025-06-07","Everland ticket ","186000","Entertainment"
"932","Expense","2025-06-09","Family expenses","22354","Wife"
"933","Expense","2025-06-09","Family expenses","134140","Brother"
"934","Income","2025-06-10","Lee's Trading co Ltd ","4277160","Salary"
"935","Expense","2025-06-10","Mobile Recharge ","3877","Wife"
"936","Expense","2025-06-15","Pending","8400","Eating Out"
"937","Expense","2025-06-16","Pending","36380","Groceries"
"938","Expense","2025-06-16","Pending","10000","Shopping"
"939","Expense","2025-06-18","Pending","22820","Groceries"
"940","Expense","2025-06-18","Pending","30548","ChatGpt Subcription"
"941","Expense","2025-06-18","LGU+","7900","Sim Bill"
"942","Expense","2025-06-18","Family maintainance","113296","Family Maintainance"
"943","Expense","2025-06-20","Family maintainance","113247","Family Maintainance"
"944","Expense","2025-06-20","Family maintainance","67949","Wife"
"945","Expense","2025-06-21","Laptop Accessories","6810","Shopping"
"946","Expense","2025-06-21","Pending","26600","Shopping"
"947","Expense","2025-06-21","Pending","6200","Eating Out"
"948","Expense","2025-06-22","Family maintainance","22661","Wife"
"949","Expense","2025-06-22","Pending","18500","Groceries"
"950","Expense","2025-06-24","Pending","25000","Transportation"
"951","Expense","2025-06-24","Pending","4700","Groceries"
"952","Expense","2025-06-27","Pending","5500","Eating Out"
"953","Expense","2025-06-30","Daiso","10000","Shopping"
"954","Expense","2025-06-30","Eggs,Bread etc","21460","Groceries"
"955","Expense","2025-07-01","Family maintainance","111752","Wife"
"956","Expense","2025-07-01","Family maintainance","44712","Father"
"957","Expense","2025-07-01","Family maintainance","167627","Mother"
"958","Expense","2025-06-29","Pending","13000","Fuel"
"959","Expense","2025-06-29","Pending","4200","Eating Out"
"960","Expense","2025-06-29","Pending","55350","Groceries"
"961","Expense","2025-06-29","Pending","59160","Car Rent"
"962","Expense","2025-07-01","Samsung Card","606721","Master Card Bill"
"963","Expense","2025-07-01","Pending","8200","Car Rent"
"964","Expense","2025-07-02","House party","5125","Entertainment"
"965","Expense","2025-07-02","Netflix Subscription","4250","Netflix "
"966","Expense","2025-07-02","Pant","13187","Shopping"
"967","Debt","2025-07-05","Debt received from Mahabub","1300000","Debt"
"968","Expense","2025-07-05","Lotto","10000","Entertainment"
"970","Expense","2025-07-05","Pending","50270","Groceries"
"971","Expense","2025-07-05","Pending","5500","Eating Out"
"972","Expense","2025-07-09","Pending","6460","Groceries"
"973","Expense","2025-07-09","Pending","8000","Shopping"
"974","Income","2025-07-10","Lee's Trading co Ltd ","3003350","Salary"
"975","Expense","2025-07-10","Al Amin","56634","Friends"
"976","Expense","2025-07-10","Birthday expenses","33981","Wife"
"977","Expense","2025-07-11","phone gadgets","29044","For Myself"
"978","Expense","2025-07-12","Pending","14043","Movies"
"979","Expense","2025-07-12","Pending","49500","Tour"
"980","Expense","2025-07-12","Al Amin","458165","Friends"
"981","Expense","2025-07-13","Pending","5700","Eating Out"
"982","Expense","2025-07-14","Pending","8090","Car Rent"
"983","Expense","2025-07-17","LGU+","7900","Sim Bill"
"984","Expense","2025-07-17","Pending","31188","ChatGpt Subcription"
"985","Expense","2025-07-20","Pending","8100","Eating Out"
"986","Expense","2025-07-20","Pending","5000","Fuel"
